"";"NES";"AUC";"TF_highConf";"nEnrGenes";"enrichedGenes"
"67";9,1;0,348;"";14;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;IER5;SLC5A3;TNFSF14;ZFAND2A"
"68";9,01;0,345;"";14;"BAG3;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPB1;HSPH1;IER5;OLIG2;PDK1;SLC5A3;TNFSF14;ZFAND2A"
"69";8,76;0,336;"HSF1; HSF2; HSF4 (inferredBy_Orthology). ";16;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;IER5;OLIG2;PDK1;SLC5A3;TNFSF14;ZFAND2A"
"70";8,55;0,329;"HSF1; HSF2; HSF4 (inferredBy_Orthology). ";11;"BAG3;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPB1;HSPD1;HSPH1;SLC5A3;ZFAND2A"
"71";7,9;0,306;"HSF1 (inferredBy_Orthology). ";13;"BAG3;DNAJB1;DNAJB4;HILPDA;HSP90AA1;HSPA1A;HSPA1B;HSPB1;HSPH1;PDK1;SLC5A3;TNFSF14;ZFAND2A"
"72";7,81;0,303;"HSF1; HSF2; HSF4 (inferredBy_Orthology). ";13;"BAG3;DNAJA4;DNAJB1;HSP90AA1;HSPA1A;HSPA1B;HSPB1;HSPD1;HSPH1;IER5;SLC5A3;TNFSF14;ZFAND2A"
"73";7,3;0,285;"HSF1 (directAnnotation). ";13;"BAG3;DNAJA4;DNAJB1;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;IER5;PDK1;SERPINH1;SLC5A3"
"74";7,24;0,283;"HSF1; HSF2; HSF4 (inferredBy_Orthology). ";14;"BAG3;DNAJA4;DNAJB1;DNAJB4;HK2;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;SLC5A3;TSPYL2;ZFAND2A"
"75";6,96;0,273;"HSF2 (directAnnotation). ";12;"BAG3;DNAJA4;DNAJB1;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;OLIG2;SLC5A3;TNFSF14"
"76";6,92;0,272;"HSF1; HSF2; HSF4 (inferredBy_Orthology). ";11;"DNAJB1;DNAJB4;HSP90AA1;HSPA1B;HSPB1;HSPH1;OLIG2;PDK1;SLC5A3;TNFSF14;ZFAND2A"
"77";6,25;0,248;"HSF1 (directAnnotation). ";12;"DNAJB1;DNAJB4;HILPDA;HSP90AA1;HSPA1A;HSPA1B;HSPB1;HSPH1;PDK1;SLC5A3;TNFSF14;ZFAND2A"
"78";6,15;0,245;"";11;"BAG3;DNAJB1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPD1;HSPH1;OLIG2;SERPINH1;SLC5A3"
"79";6,13;0,244;"";15;"DNAJB1;DNAJB4;HILPDA;HSP90AA1;HSPA1A;HSPA1B;HSPB1;HSPH1;IER5;OLIG1;OLIG2;PDK1;SLC5A3;TNFSF14;ZFAND2A"
"80";5,75;0,231;"";12;"BAG3;CSF1;DNAJB1;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;IER5;SERPINH1;SLC5A3"
"81";5,39;0,218;"";10;"BAG3;DNAJA4;DNAJB1;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;SLC5A3;TNFSF14"
"82";5,09;0,208;"";7;"DNAJA4;DNAJB1;HSPA1A;HSPA1B;HSPH1;IER5;OLIG2"
"83";5;0,204;"NFYA; NFYB; NFYC (directAnnotation). ";7;"DNAJB1;HSPA1A;HSPA1B;IER5;OLIG1;OLIG2;TSPYL2"
"84";4,96;0,203;"";7;"DNAJA4;DNAJB1;HSPA1A;HSPA1B;HSPH1;IER5;OLIG2"
"85";4,9;0,201;"NFYC; POLE4 (inferredBy_Orthology). ";7;"DNAJB1;HSPA1A;HSPA1B;IER5;OLIG1;OLIG2;TSPYL2"
"86";4,7;0,194;"ZBTB12 (inferredBy_Orthology). ";7;"DNAJA4;DNAJB1;DNAJB4;HSPA6;HSPB1;PDK1;SLC5A3"
"87";4,68;0,193;"";10;"CTNNAL1;DNAJA4;DNAJB1;HILPDA;HSP90AA1;HSPA1A;HSPA1B;HSPB1;HSPH1;TNFSF14"
"88";4,66;0,193;"NFYC; POLE4 (inferredBy_Orthology). ";7;"DNAJB1;HSPA1A;HSPA1B;IER5;OLIG1;OLIG2;TSPYL2"
"89";4,6;0,191;"NFYC; POLE4 (inferredBy_Orthology). ";7;"DNAJB1;HSPA1A;HSPA1B;IER5;OLIG1;OLIG2;TSPYL2"
"90";4,52;0,188;"NFYC; POLE4 (inferredBy_Orthology). ";7;"DNAJB1;HSPA1A;HSPA1B;IER5;OLIG1;OLIG2;TSPYL2"
"91";4,49;0,187;"";13;"BAG3;CTNNAL1;DNAJB1;HILPDA;HSP90AA1;HSPA1A;HSPA1B;HSPB1;HSPH1;OLIG1;SLC5A3;TNFSF14;ZFAND2A"
"92";4,38;0,183;"";6;"DNAJA4;DNAJB1;HSPA1A;HSPA1B;HSPH1;OLIG2"
"93";4,32;0,181;"";5;"DNAJA4;HSPA1A;HSPA1B;HSPH1;IER5"
"94";4,29;0,18;"HSF1 (directAnnotation). ";14;"BAG3;CSF1;HSP90AA1;HSPA1A;HSPA1B;HSPD1;HSPH1;IER5;OLIG2;PDK1;SERPINH1;SLC2A1;SLC5A3;TNFSF14"
"95";4,21;0,177;"HIST2H2BE (directAnnotation). ";9;"BAG3;DNAJA4;DNAJB1;HSP90AA1;HSPA1A;HSPA1B;HSPB1;HSPH1;SLC5A3"
"96";4,19;0,176;"CEBPZ (directAnnotation). ";6;"DNAJB1;HSPA1A;HSPA1B;OLIG1;OLIG2;TSPYL2"
"97";4,18;0,176;"";11;"BAG3;HILPDA;HSPA1A;HSPA1B;HSPH1;IER5;OLIG1;OLIG2;PDK1;SLC5A3;ZFAND2A"
