"";"NES";"AUC";"TF_highConf";"nEnrGenes";"enrichedGenes"
"19";4,65;0,178;"";7;"BNIP3L;ERO1A;GPRC5A;LDHA;P4HA1;RRAD;SCD"
"20";4,64;0,178;"DBP; TAF7; TBP (directAnnotation). ";4;"BNIP3L;FCGR2B;GPRC5A;TNS1"
"21";4,62;0,178;"";4;"BNIP3L;ERO1A;LDHA;RRAD"
"22";4,59;0,176;"ELK1; HOXB13 (directAnnotation). ";4;"CA2;FCGR2B;P4HA1;SLC2A3"
"23";4,51;0,174;"";3;"GPRC5A;P4HA1;SCD"
"24";4,37;0,169;"";2;"LDHA;SCD"
"25";4,35;0,169;"";4;"BNIP3L;ERO1A;LDHA;RRAD"
"26";4,33;0,168;"";3;"BNIP3L;ERO1A;RRAD"
"27";4,33;0,168;"ZNF555 (directAnnotation). ";7;"BNIP3L;CA2;GPRC5A;LDHA;RRAD;SCD;TNS1"
"28";4,33;0,168;"ZNF513 (directAnnotation). ";5;"CA2;ERO1A;P4HA1;RRAD;SLC2A3"
"29";4,33;0,168;"TFAP2C (directAnnotation). ";7;"CA2;GPRC5A;LDHA;P4HA1;SCD;SH2D3A;SLC2A3"
"30";4,22;0,164;"";3;"BNIP3L;FCGR2B;SCD"
"31";4,19;0,163;"";3;"CA2;SCD;SLC2A3"
"32";4,19;0,163;"";3;"BNIP3L;P4HA1;RRAD"
"33";4,18;0,163;"SIX5 (directAnnotation). ";3;"BNIP3L;LDHA;P4HA1"
"34";4,15;0,162;"DLX3; TFAP2C (directAnnotation). ";7;"FCGR2B;GPRC5A;LDHA;P4HA1;SCD;SH2D3A;SLC2A3"
"35";4,15;0,162;"ZNF616 (directAnnotation). ";3;"ERO1A;GPRC5A;TNS1"
"36";4,14;0,162;"";4;"BNIP3L;ERO1A;LDHA;RRAD"
"37";4,12;0,161;"";6;"BNIP3L;ERO1A;LDHA;P4HA1;RRAD;SCD"
"38";4,11;0,161;"";4;"FCGR2B;P4HA1;SLC2A3;TNS1"
"39";4,11;0,161;"POLR2A (directAnnotation). ";3;"CA2;P4HA1;RRAD"
"40";4,11;0,161;"TFAP2A (directAnnotation). ";5;"GPRC5A;P4HA1;SCD;SH2D3A;SLC2A3"
"41";4,1;0,161;"DBP; TFAP2C (directAnnotation). ";3;"CA2;GPRC5A;SCD"
"42";4,1;0,16;"";8;"BNIP3L;ERO1A;GPRC5A;LDHA;P4HA1;RRAD;SCD;TNS1"
"43";4,09;0,16;"CREB3L1 (directAnnotation). ";3;"BNIP3L;P4HA1;SLC2A3"
