"";"NES";"AUC";"TF_highConf";"nEnrGenes";"enrichedGenes"
"91";3,04;0,0773;"SPIC (inferredBy_Orthology). ";46;"A2M;ADGRG6;ADORA3;AXL;C1orf54;C1QB;C1QC;CCL24;CENPE;CLIC2;CMKLR1;CTSC;CTTNBP2;DAB2;DNAJC5B;DNASE1L3;FCHO2;FILIP1L;FRMD4A;FRMD4B;FUCA1;GATM;GFRA2;GPR155;IGF1;IGFBP4;KCNMA1;LIPA;MGAT4A;OSBPL1A;P2RY6;PIK3IP1;PLD3;PRKACB;RND3;S100B;SDC3;SERPINF1;SHE;SIGLEC1;SLC7A8;SRGAP3;STON2;TMEM37;TPM1;VSIG4"
"92";3,04;0,0772;"SPIB (directAnnotation). ";15;"A2M;ADGRG6;AXL;C1orf54;C1QB;C1QC;CCL24;FILIP1L;FRMD4A;FUCA1;IGFBP4;PIK3IP1;PLD3;PRKACB;SIGLEC1"
"93";3,04;0,0772;"MAF (directAnnotation). ";38;"ADGRG6;ADORA3;AP2A2;APOC1;BCO2;CMKLR1;DAB2;DNAJC5B;FRMD4A;FUCA1;GAL3ST4;GALM;GCLC;GCNT1;GFRA2;GPR155;GPR34;IGF1;KCNMA1;LGMN;LIMA1;LPAR6;LYVE1;MAF;MGAT4A;NRP1;OSBPL1A;OTOA;P2RY6;PDK4;SDC3;SERPINF1;SESN1;SIGLEC1;SLC7A8;SLCO2B1;STON2;TMEM37"
"94";3,04;0,0772;"";11;"AXL;C1QB;C1QC;CMKLR1;CXCL12;FN3K;ITM2C;KCNMA1;PIK3IP1;PLXDC1;TNFRSF13C"
"95";3,03;0,0771;"";7;"CMKLR1;CTTNBP2;MGAT4A;OSBPL1A;SESN1;SHE;SRGAP3"
"96";3,03;0,0771;"";16;"ADGRG6;ANTXR1;CMKLR1;CTTNBP2;DAB2;FILIP1L;GPR155;IGF1;IGFBP4;KCNMA1;LIMA1;LPAR6;MERTK;OSBPL1A;STON2;WWP1"
"97";3,02;0,077;"ZNF235 (inferredBy_Orthology). ";9;"CMKLR1;FILIP1L;GPR155;LPAR6;MAF;SESN1;SLC7A8;STON2;TPM1"
"98";3,02;0,0769;"MAFK (directAnnotation). ";13;"ADORA3;CMKLR1;DAB2;FILIP1L;GALM;GCLC;IGF1;LPAR6;LYVE1;ME1;SIGLEC1;SLC7A8;TMEM37"
"99";3,01;0,0769;"HOXC10 (directAnnotation). ";9;"ACE;CCND1;CXCL12;ITM2C;KCNMA1;LPAR6;MGAT4A;STON2;TPM1"
"100";3,01;0,0768;"MAFA (directAnnotation). ";10;"ADORA3;CMKLR1;DAB2;GALM;LPAR6;LYVE1;SDC3;SIGLEC1;SLC7A8;TMEM37"
"101";3,01;0,0768;"HOXA13; TFAP2C (directAnnotation). ";16;"ANTXR1;DAB2;DNAJC5B;ENPP2;GCNT1;GFRA2;IGF1;MAF;MERTK;MGAT4A;RND3;SERPINF1;SLC40A1;SLC7A8;SPRED1;STON2"
"102";3;0,0767;"MAFK (directAnnotation). ";11;"ADORA3;CMKLR1;DAB2;GALM;GCLC;IGF1;LYVE1;ME1;SIGLEC1;SLC7A8;TMEM37"
"103";3;0,0767;"HNF4A (directAnnotation). ";18;"APOE;BCO2;C1QB;CCL24;DAB2;DNAJC5B;FILIP1L;GCNT1;IGF1;IGFBP4;KCNMA1;LIPA;MAF;MGAT4A;SLCO2B1;STON2;TMEM37;TPM1"
"104";3;0,0767;"TBP (directAnnotation). ";12;"ADORA3;CCND1;CTTNBP2;EGR2;FUCA1;LIMA1;MGAT4A;OLFML2B;PLXDC1;RND3;SERPINF1;SLC7A8"
"105";NA;NA;NA;NA;NA
"106";NA;NA;NA;NA;NA
"107";NA;NA;NA;NA;NA
"108";NA;NA;NA;NA;NA
"109";NA;NA;NA;NA;NA
"110";NA;NA;NA;NA;NA
"111";NA;NA;NA;NA;NA
"112";NA;NA;NA;NA;NA
"113";NA;NA;NA;NA;NA
"114";NA;NA;NA;NA;NA
"115";NA;NA;NA;NA;NA
"116";NA;NA;NA;NA;NA
"117";NA;NA;NA;NA;NA
"118";NA;NA;NA;NA;NA
"119";NA;NA;NA;NA;NA
"120";NA;NA;NA;NA;NA
"121";NA;NA;NA;NA;NA
"122";NA;NA;NA;NA;NA
"123";NA;NA;NA;NA;NA
"124";NA;NA;NA;NA;NA
"125";NA;NA;NA;NA;NA
"126";NA;NA;NA;NA;NA
"127";NA;NA;NA;NA;NA
"128";NA;NA;NA;NA;NA
"129";NA;NA;NA;NA;NA
"130";NA;NA;NA;NA;NA
"131";NA;NA;NA;NA;NA
"132";NA;NA;NA;NA;NA
"133";NA;NA;NA;NA;NA
"134";NA;NA;NA;NA;NA
"135";NA;NA;NA;NA;NA
"136";NA;NA;NA;NA;NA
"137";NA;NA;NA;NA;NA
"138";NA;NA;NA;NA;NA
"139";NA;NA;NA;NA;NA
"140";NA;NA;NA;NA;NA
"141";NA;NA;NA;NA;NA
"142";NA;NA;NA;NA;NA
"143";NA;NA;NA;NA;NA
"144";NA;NA;NA;NA;NA
"145";NA;NA;NA;NA;NA
"146";NA;NA;NA;NA;NA
"147";NA;NA;NA;NA;NA
"148";NA;NA;NA;NA;NA
"149";NA;NA;NA;NA;NA
"150";NA;NA;NA;NA;NA
