"","ligand","receptor","counts_pat2_ligands","counts_pat1_ligands","freq_pat2_ligands","freq_pat1_ligands","n_cells_with_min_umis_above_thresh","log2_FC","p.value","adj.p.value"
"IL10_CD80","IL10","CD80",406,173,1.00886343681605e-05,5.28665722280223e-06,250,1.27033163047766,0.46178,0.995323108108108
"ICAM1_ITGAM","ICAM1","ITGAM",790,1482,1.9630593967603e-05,4.52880115849301e-05,817,1.27115750380456,0.70428,1
"ITGAV_ITGAM","ITGAV","ITGAM",81,152,2.01275710300739e-06,4.64492426512103e-06,181,1.27161272390786,0.76775,1
"B2M_FPR2","B2M","FPR2",41570,35581,0.00103296682434589,0.00108730954129784,1676,1.27293828911256,0.5231,1
"ADM_SIGLEC1","ADM","SIGLEC1",189,389,4.69643324035058e-06,1.18873390732374e-05,297,1.27422652896463,0.40354,0.895454808806489
"SELPLG_IL15RA","SELPLG","IL15RA",111,72,2.75822269671383e-06,2.20022728347838e-06,153,1.27442231146697,0.95953,1
"CD47_IL6R","CD47","IL6R",343,276,8.52315662137698e-06,8.43420458666714e-06,415,1.27496269013283,0.75286,1
"ALCAM_SELL","ALCAM","SELL",113,178,2.80792040296093e-06,5.43945078415489e-06,215,1.27824992318402,0.97355,1
"F11R_CD80","F11R","CD80",105,45,2.60912957797255e-06,1.37514205217399e-06,135,1.27864407875847,0.90434,1
"IL1B_CLEC2D","IL1B","CLEC2D",13198,21711,0.000327955163524587,0.000663460202105544,1273,1.27901858739513,0.77284,1
"IL1B_FPR1","IL1B","FPR1",13198,21711,0.000327955163524587,0.000663460202105544,1273,1.28064969305203,0.9336,1
"CD99_ADGRE5","CD99","ADGRE5",429,434,1.06601579900021e-05,1.32624811254114e-05,545,1.28098730803295,0.55665,1
"PPIA_CD80","PPIA","CD80",2613,1122,6.4930053211831e-05,3.42868751675381e-05,1105,1.28140569681147,0.83658,1
"PVR_ITGAM","PVR","ITGAM",19,36,4.72128209347413e-07,1.10011364173919e-06,52,1.28552756155963,0.40781,0.902368023121387
"IL1A_IL27RA","IL1A","IL27RA",424,1093,1.05359137243844e-05,3.34006725116927e-05,343,1.28777290705182,0.76396,1
"CD99_IL10RA","CD99","IL10RA",429,434,1.06601579900021e-05,1.32624811254114e-05,545,1.28891014972681,0.5413,1
"CCL19_IFNGR1","CCL19","IFNGR1",27,92,6.70919034335797e-07,2.81140152888905e-06,48,1.29179999810987,0.30963,0.7183416
"CD58_IL12RB1","CD58","IL12RB1",187,374,4.64673553410349e-06,1.14289583891794e-05,400,1.29458741501471,0.56614,1
"SEMA4D_ICOS","SEMA4D","ICOS",168,130,4.17460732475607e-06,3.9726325951693e-06,247,1.30101065105588,0.67477,1
"ICOSLG_FPR2","ICOSLG","FPR2",79,69,1.9630593967603e-06,2.10855114666678e-06,128,1.3021166012865,0.75274,1
"PLAU_CLEC2D","PLAU","CLEC2D",61,102,1.51578004053643e-06,3.11698865159438e-06,119,1.30259505084835,0.46848,1
"ITGB1_IL6R","ITGB1","IL6R",547,449,1.35923226585808e-05,1.37208618094694e-05,575,1.30367766249836,0.90465,1
"PLAU_FPR1","PLAU","FPR1",61,102,1.51578004053643e-06,3.11698865159438e-06,119,1.30423052986286,0.44603,0.97011525
"LGALS3_IL6R","LGALS3","IL6R",1287,1058,3.19804739700063e-05,3.2331117582224e-05,896,1.3058306756103,0.4576,0.990216393442623
"OSM_CD2","OSM","CD2",406,440,1.00886343681605e-05,1.34458333990346e-05,345,1.30636273263681,0.47596,1
"KLRB1_ACVR1B","KLRB1","ACVR1B",111,89,2.75822269671383e-06,2.71972539207745e-06,105,1.30788410787808,0.96617,1
"CD93_PLAUR","CD93","PLAUR",570,638,1.41638462804224e-05,1.94964584286001e-05,576,1.30828264298717,0.93658,1
"CD58_BSG","CD58","BSG",187,374,4.64673553410349e-06,1.14289583891794e-05,400,1.31015541921483,0.58884,1
"CLCF1_IL27RA","CLCF1","IL27RA",21,55,5.21825915594509e-07,1.68072917487932e-06,62,1.31065204187272,0.75235,1
