"","ligand","receptor","counts_pat2_ligands","counts_pat1_ligands","freq_pat2_ligands","freq_pat1_ligands","n_cells_with_min_umis_above_thresh","log2_FC","p.value","adj.p.value"
"VEGFA_CCR6","VEGFA","CCR6",1030,236,2.53372592145523e-05,7.25494940487435e-06,339,-1.52859054985,0.80728,1
"CCL5_ITGAM","CCL5","ITGAM",182,45,4.47706910393061e-06,1.38335899669214e-06,129,-1.52823543005167,0.88178,1
"VEGFA_FPR3","VEGFA","FPR3",1030,236,2.53372592145523e-05,7.25494940487435e-06,339,-1.52596336934734,0.95802,1
"HEBP1_ADGRE5","HEBP1","ADGRE5",113,15,2.77971872936351e-06,4.61119665564048e-07,108,-1.52485032995087,0.47595,1
"IL23A_PLAUR","IL23A","PLAUR",512,74,1.25948317649037e-05,2.27485701678263e-06,87,-1.52069145280131,0.98731,1
"CD52_LILRB2","CD52","LILRB2",659,104,1.62109260411553e-05,3.19709634791073e-06,294,-1.5182721739291,0.99689,1
"IL23A_SIRPA","IL23A","SIRPA",512,74,1.25948317649037e-05,2.27485701678263e-06,87,-1.51701432050528,0.98236,1
"HEBP1_IL10RA","HEBP1","IL10RA",113,15,2.77971872936351e-06,4.61119665564048e-07,108,-1.51692725205567,0.48693,1
"ICAM1_IL10RB","ICAM1","IL10RB",1564,377,3.84732751568542e-05,1.15894742611764e-05,373,-1.51336984980436,0.99869,1
"CD93_SIGLEC1","CD93","SIGLEC1",398,109,9.79051375474935e-06,3.35080290309875e-06,258,-1.51142663246007,0.74676,1
"CD86_SIGLEC1","CD86","SIGLEC1",456,125,1.12172720406173e-05,3.8426638797004e-06,342,-1.51009238243125,0.82723,1
"SPN_ITGAL","SPN","ITGAL",103,13,2.53372592145523e-06,3.99637043488841e-07,94,-1.50960374502635,0.94526,1
"PPIA_TLR8","PPIA","TLR8",2143,404,5.27162587347434e-05,1.24194896591917e-05,695,-1.50941893523597,0.86742,1
"LRPAP1_IL10RB","LRPAP1","IL10RB",277,67,6.81400077905922e-06,2.05966783951941e-06,209,-1.50841807062348,0.56614,1
"CXCL14_FLT1","CXCL14","FLT1",98,4,2.4107295175011e-06,1.22965244150413e-07,48,-1.50722143985431,0.99823,1
"CD55_FPR2","CD55","FPR2",698,80,1.71702979919976e-05,2.45930488300825e-06,342,-1.50361374069619,0.9944,1
"ICAM1_LTBR","ICAM1","LTBR",1564,377,3.84732751568542e-05,1.15894742611764e-05,373,-1.50268470289885,0.9981,1
